dept_name,gender,emp_no,from_date,to_date,Year_of_Hiring,Active
Sales,M,111137,04-05-93,03-05-98,1995,1
Sales,M,111137,04-05-93,03-05-98,1996,1
Sales,M,111137,04-05-93,03-05-98,1997,1
Sales,M,111137,04-05-93,03-05-98,1998,1
Sales,M,111137,04-05-93,03-05-98,1999,0
Sales,M,111137,04-05-93,03-05-98,2000,0
Sales,M,111138,26-03-96,25-03-01,1990,0
Sales,M,111138,26-03-96,25-03-01,1991,0
Sales,M,111138,26-03-96,25-03-01,1992,0
Sales,M,111138,26-03-96,25-03-01,1993,0
Sales,M,111138,26-03-96,25-03-01,1994,0
Sales,M,111138,26-03-96,25-03-01,1995,0
Sales,M,111138,26-03-96,25-03-01,1996,1
Sales,M,111138,26-03-96,25-03-01,1997,1
Sales,M,111138,26-03-96,25-03-01,1998,1
Sales,M,111138,26-03-96,25-03-01,1999,1
Sales,M,111138,26-03-96,25-03-01,2000,1
Sales,M,111139,19-07-95,15-06-97,1990,0
Sales,M,111139,19-07-95,15-06-97,1991,0
Sales,M,111139,19-07-95,15-06-97,1992,0
Sales,M,111139,19-07-95,15-06-97,1993,0
Sales,M,111139,19-07-95,15-06-97,1994,0
Sales,M,111139,19-07-95,15-06-97,1995,1
Sales,M,111139,19-07-95,15-06-97,1996,1
Sales,M,111139,19-07-95,15-06-97,1997,1
Sales,M,111139,19-07-95,15-06-97,1998,1
Sales,M,111139,19-07-95,15-06-97,1999,1
Sales,M,111139,19-07-95,15-06-97,2000,1
Sales,F,111140,12-06-97,11-06-03,1990,0
Sales,F,111140,12-06-97,11-06-03,1991,0
Sales,F,111140,12-06-97,11-06-03,1992,0
Sales,F,111140,12-06-97,11-06-03,1993,0
Sales,F,111140,12-06-97,11-06-03,1994,0
Sales,F,111140,12-06-97,11-06-03,1995,0
Sales,F,111140,12-06-97,11-06-03,1996,0
Sales,F,111140,12-06-97,11-06-03,1997,1
Sales,F,111140,12-06-97,11-06-03,1998,1
Sales,F,111140,12-06-97,11-06-03,1999,1
Sales,F,111140,12-06-97,11-06-03,2000,1
Sales,F,111141,20-06-93,19-06-99,1990,0
Sales,F,111141,20-06-93,19-06-99,1991,0
Sales,F,111141,20-06-93,19-06-99,1992,0
Sales,F,111141,20-06-93,19-06-99,1993,1
Sales,F,111141,20-06-93,19-06-99,1994,1
Sales,F,111141,20-06-93,19-06-99,1995,1
Sales,F,111141,20-06-93,19-06-99,1996,1
Sales,F,111141,20-06-93,19-06-99,1997,1
Sales,F,111141,20-06-93,19-06-99,1998,1
Sales,F,111141,20-06-93,19-06-99,1999,1
Sales,F,111141,20-06-93,19-06-99,2000,0
Sales,M,111142,22-01-95,21-01-00,1990,0
Sales,M,111142,22-01-95,21-01-00,1991,0
Sales,M,111142,22-01-95,21-01-00,1992,0
Sales,M,111142,22-01-95,21-01-00,1993,0
Sales,M,111142,22-01-95,21-01-00,1994,0
Sales,M,111142,22-01-95,21-01-00,1995,1
Sales,M,111142,22-01-95,21-01-00,1996,1
Sales,M,111142,22-01-95,21-01-00,1997,1
Sales,M,111142,22-01-95,21-01-00,1998,1
Sales,M,111142,22-01-95,21-01-00,1999,1
Sales,M,111142,22-01-95,21-01-00,2000,1
Sales,F,111143,21-11-91,19-11-99,1990,0
Sales,F,111143,21-11-91,19-11-99,1991,1
Sales,F,111143,21-11-91,19-11-99,1992,1
Sales,F,111143,21-11-91,19-11-99,1993,1
Sales,F,111143,21-11-91,19-11-99,1994,1
Sales,F,111143,21-11-91,19-11-99,1995,1
Sales,F,111143,21-11-91,19-11-99,1996,1
Sales,F,111143,21-11-91,19-11-99,1997,1
Sales,F,111143,21-11-91,19-11-99,1998,1
Sales,F,111143,21-11-91,19-11-99,1999,1
Sales,F,111143,21-11-91,19-11-99,2000,0
Sales,M,111144,13-06-92,12-06-99,1990,0
Sales,M,111144,13-06-92,12-06-99,1991,0
Sales,M,111144,13-06-92,12-06-99,1992,1
Sales,M,111144,13-06-92,12-06-99,1993,1
Sales,M,111144,13-06-92,12-06-99,1994,1
Sales,M,111144,13-06-92,12-06-99,1995,1
Sales,M,111144,13-06-92,12-06-99,1996,1
Sales,M,111144,13-06-92,12-06-99,1997,1
Sales,M,111144,13-06-92,12-06-99,1998,1
Sales,M,111144,13-06-92,12-06-99,1999,1
Sales,M,111144,13-06-92,12-06-99,2000,0
Sales,M,111145,05-01-90,13-06-95,1990,1
Sales,M,111145,05-01-90,13-06-95,1991,1
Sales,M,111145,05-01-90,13-06-95,1992,1
Sales,M,111145,05-01-90,13-06-95,1993,1
Sales,M,111145,05-01-90,13-06-95,1994,1
Sales,M,111145,05-01-90,13-06-95,1995,1
Sales,M,111145,05-01-90,13-06-95,1996,0
Sales,M,111145,05-01-90,13-06-95,1997,0
Sales,M,111145,05-01-90,13-06-95,1998,0
Sales,M,111145,05-01-90,13-06-95,1999,0
Sales,M,111145,05-01-90,13-06-95,2000,0
Sales,M,111146,15-01-91,14-01-96,1990,0
Sales,M,111146,15-01-91,14-01-96,1991,1
Sales,M,111146,15-01-91,14-01-96,1992,1
Sales,M,111146,15-01-91,14-01-96,1993,1
Sales,M,111146,15-01-91,14-01-96,1994,1
Sales,M,111146,15-01-91,14-01-96,1995,1
Sales,M,111146,15-01-91,14-01-96,1996,1
Sales,M,111146,15-01-91,14-01-96,1997,0
Sales,M,111146,15-01-91,14-01-96,1998,0
Sales,M,111146,15-01-91,14-01-96,1999,0
Sales,M,111146,15-01-91,14-01-96,2000,0
Sales,F,111147,06-10-95,04-10-01,1990,0
Sales,F,111147,06-10-95,04-10-01,1991,0
Sales,F,111147,06-10-95,04-10-01,1992,0
Sales,F,111147,06-10-95,04-10-01,1993,0
Sales,F,111147,06-10-95,04-10-01,1994,0
Sales,F,111147,06-10-95,04-10-01,1995,1
Sales,F,111147,06-10-95,04-10-01,1996,1
Sales,F,111147,06-10-95,04-10-01,1997,1
Sales,F,111147,06-10-95,04-10-01,1998,1
Sales,F,111147,06-10-95,04-10-01,1999,1
Sales,F,111147,06-10-95,04-10-01,2000,1
Sales,M,111148,14-10-91,12-10-97,1990,0
Sales,M,111148,14-10-91,12-10-97,1991,1
Sales,M,111148,14-10-91,12-10-97,1992,1
Sales,M,111148,14-10-91,12-10-97,1993,1
Sales,M,111148,14-10-91,12-10-97,1994,1
Sales,M,111148,14-10-91,12-10-97,1995,1
Sales,M,111148,14-10-91,12-10-97,1996,1
Sales,M,111148,14-10-91,12-10-97,1997,1
Sales,M,111148,14-10-91,12-10-97,1998,0
Sales,M,111148,14-10-91,12-10-97,1999,0
Sales,M,111148,14-10-91,12-10-97,2000,0
Sales,M,111149,29-05-99,27-05-00,1990,0
Sales,M,111149,29-05-99,27-05-00,1991,0
Sales,M,111149,29-05-99,27-05-00,1992,0
Sales,M,111149,29-05-99,27-05-00,1993,0
Sales,M,111149,29-05-99,27-05-00,1994,0
Sales,M,111149,29-05-99,27-05-00,1995,0
Sales,M,111149,29-05-99,27-05-00,1996,0
Sales,M,111149,29-05-99,27-05-00,1997,0
Sales,M,111149,29-05-99,27-05-00,1998,0
Sales,M,111149,29-05-99,27-05-00,1999,1
Sales,M,111149,29-05-99,27-05-00,2000,1
Sales,F,111150,29-05-00,27-04-05,1990,0
Sales,F,111150,29-05-00,27-04-05,1991,0
Sales,F,111150,29-05-00,27-04-05,1992,0
Sales,F,111150,29-05-00,27-04-05,1993,0
Sales,F,111150,29-05-00,27-04-05,1994,0
Sales,F,111150,29-05-00,27-04-05,1995,0
Sales,F,111150,29-05-00,27-04-05,1996,0
Sales,F,111150,29-05-00,27-04-05,1997,0
Sales,F,111150,29-05-00,27-04-05,1998,0
Sales,F,111150,29-05-00,27-04-05,1999,0
Sales,F,111150,29-05-00,27-04-05,2000,1
Research,M,111400,11-03-90,29-12-99,1990,1
Research,M,111400,11-03-90,29-12-99,1991,1
Research,M,111400,11-03-90,29-12-99,1992,1
Research,M,111400,11-03-90,29-12-99,1993,1
Research,M,111400,11-03-90,29-12-99,1994,1
Research,M,111400,11-03-90,29-12-99,1995,1
Research,M,111400,11-03-90,29-12-99,1996,1
Research,M,111400,11-03-90,29-12-99,1997,1
Research,M,111400,11-03-90,29-12-99,1998,1
Research,M,111400,11-03-90,29-12-99,1999,1
Research,M,111400,11-03-90,29-12-99,2000,0
Research,F,111534,30-01-91,28-01-99,1990,0
Research,F,111534,30-01-91,28-01-99,1991,1
Research,F,111534,30-01-91,28-01-99,1992,1
Research,F,111534,30-01-91,28-01-99,1993,1
Research,F,111534,30-01-91,28-01-99,1994,1
Research,F,111534,30-01-91,28-01-99,1995,1
Research,F,111534,30-01-91,28-01-99,1996,1
Research,F,111534,30-01-91,28-01-99,1997,1
Research,F,111534,30-01-91,28-01-99,1998,1
Research,F,111534,30-01-91,28-01-99,1999,1
Research,F,111534,30-01-91,28-01-99,2000,0
Research,F,111535,12-06-96,12-06-99,1990,0
Research,F,111535,12-06-96,12-06-99,1991,0
Research,F,111535,12-06-96,12-06-99,1992,0
Research,F,111535,12-06-96,12-06-99,1993,0
Research,F,111535,12-06-96,12-06-99,1994,0
Research,F,111535,12-06-96,12-06-99,1995,0
Research,F,111535,12-06-96,12-06-99,1996,1
Research,F,111535,12-06-96,12-06-99,1997,1
Research,F,111535,12-06-96,12-06-99,1998,1
Research,F,111535,12-06-96,12-06-99,1999,1
Research,F,111535,12-06-96,12-06-99,2000,0
Research,M,111536,21-09-97,15-06-99,1990,0
Research,M,111536,21-09-97,15-06-99,1991,0
Research,M,111536,21-09-97,15-06-99,1992,0
Research,M,111536,21-09-97,15-06-99,1993,0
Research,M,111536,21-09-97,15-06-99,1994,0
Research,M,111536,21-09-97,15-06-99,1995,0
Research,M,111536,21-09-97,15-06-99,1996,0
Research,M,111536,21-09-97,15-06-99,1997,1
Research,M,111536,21-09-97,15-06-99,1998,1
Research,M,111536,21-09-97,15-06-99,1999,1
Research,M,111536,21-09-97,15-06-99,2000,1
Research,M,111537,13-06-92,12-06-98,1990,0
Research,M,111537,13-06-92,12-06-98,1991,0
Research,M,111537,13-06-92,12-06-98,1992,1
Research,M,111537,13-06-92,12-06-98,1993,1
Research,M,111537,13-06-92,12-06-98,1994,1
Research,M,111537,13-06-92,12-06-98,1995,1
Research,M,111537,13-06-92,12-06-98,1996,1
Research,M,111537,13-06-92,12-06-98,1997,1
Research,M,111537,13-06-92,12-06-98,1998,1
Research,M,111537,13-06-92,12-06-98,1999,0
Research,M,111537,13-06-92,12-06-98,2000,0
Research,M,111538,14-01-94,13-01-99,1990,0
Research,M,111538,14-01-94,13-01-99,1991,0
Research,M,111538,14-01-94,13-01-99,1992,0
Research,M,111538,14-01-94,13-01-99,1993,0
Research,M,111538,14-01-94,13-01-99,1994,1
Research,M,111538,14-01-94,13-01-99,1995,1
Research,M,111538,14-01-94,13-01-99,1996,1
Research,M,111538,14-01-94,13-01-99,1997,1
Research,M,111538,14-01-94,13-01-99,1998,1
Research,M,111538,14-01-94,13-01-99,1999,1
Research,M,111538,14-01-94,13-01-99,2000,0
Research,F,111539,13-06-94,11-06-01,1990,0
Research,F,111539,13-06-94,11-06-01,1991,0
Research,F,111539,13-06-94,11-06-01,1992,0
Research,F,111539,13-06-94,11-06-01,1993,0
Research,F,111539,13-06-94,11-06-01,1994,1
Research,F,111539,13-06-94,11-06-01,1995,1
Research,F,111539,13-06-94,11-06-01,1996,1
Research,F,111539,13-06-94,11-06-01,1997,1
Research,F,111539,13-06-94,11-06-01,1998,1
Research,F,111539,13-06-94,11-06-01,1999,1
Research,F,111539,13-06-94,11-06-01,2000,1
Research,F,111540,04-05-93,03-05-98,1990,0
Research,F,111540,04-05-93,03-05-98,1991,0
Research,F,111540,04-05-93,03-05-98,1992,0
Research,F,111540,04-05-93,03-05-98,1993,1
Research,F,111540,04-05-93,03-05-98,1994,1
Research,F,111540,04-05-93,03-05-98,1995,1
Research,F,111540,04-05-93,03-05-98,1996,1
Research,F,111540,04-05-93,03-05-98,1997,1
Research,F,111540,04-05-93,03-05-98,1998,1
Research,F,111540,04-05-93,03-05-98,1999,0
Research,F,111540,04-05-93,03-05-98,2000,0
Research,M,111541,26-03-96,25-03-01,1990,0
Research,M,111541,26-03-96,25-03-01,1991,0
Research,M,111541,26-03-96,25-03-01,1992,0
Research,M,111541,26-03-96,25-03-01,1993,0
Research,M,111541,26-03-96,25-03-01,1994,0
Research,M,111541,26-03-96,25-03-01,1995,0
Research,M,111541,26-03-96,25-03-01,1996,1
Research,M,111541,26-03-96,25-03-01,1997,1
Research,M,111541,26-03-96,25-03-01,1998,1
Research,M,111541,26-03-96,25-03-01,1999,1
Research,M,111541,26-03-96,25-03-01,2000,1
Research,M,111542,19-07-95,15-06-99,1990,0
Research,M,111542,19-07-95,15-06-99,1991,0
Research,M,111542,19-07-95,15-06-99,1992,0
Research,M,111542,19-07-95,15-06-99,1993,0
Research,M,111542,19-07-95,15-06-99,1994,0
Research,M,111542,19-07-95,15-06-99,1995,1
Research,M,111542,19-07-95,15-06-99,1996,1
Research,M,111542,19-07-95,15-06-99,1997,1
Research,M,111542,19-07-95,15-06-99,1998,1
Research,M,111542,19-07-95,15-06-99,1999,1
Research,M,111542,19-07-95,15-06-99,2000,1
Research,M,111543,12-06-97,11-06-03,1990,0
Research,M,111543,12-06-97,11-06-03,1991,0
Research,M,111543,12-06-97,11-06-03,1992,0
Research,M,111543,12-06-97,11-06-03,1993,0
Research,M,111543,12-06-97,11-06-03,1994,0
Research,M,111543,12-06-97,11-06-03,1995,0
Research,M,111543,12-06-97,11-06-03,1996,0
Research,M,111543,12-06-97,11-06-03,1997,1
Research,M,111543,12-06-97,11-06-03,1998,1
Research,M,111543,12-06-97,11-06-03,1999,1
Research,M,111543,12-06-97,11-06-03,2000,1
Research,M,111544,20-06-93,19-06-99,1990,0
Research,M,111544,20-06-93,19-06-99,1991,0
Research,M,111544,20-06-93,19-06-99,1992,0
Research,M,111544,20-06-93,19-06-99,1993,1
Research,M,111544,20-06-93,19-06-99,1994,1
Research,M,111544,20-06-93,19-06-99,1995,1
Research,M,111544,20-06-93,19-06-99,1996,1
Research,M,111544,20-06-93,19-06-99,1997,1
Research,M,111544,20-06-93,19-06-99,1998,1
Research,M,111544,20-06-93,19-06-99,1999,1
Research,M,111544,20-06-93,19-06-99,2000,0
Research,F,111545,29-05-99,01-01-99,1990,0
Research,F,111545,29-05-99,01-01-99,1991,0
Research,F,111545,29-05-99,01-01-99,1992,0
Research,F,111545,29-05-99,01-01-99,1993,0
Research,F,111545,29-05-99,01-01-99,1994,0
Research,F,111545,29-05-99,01-01-99,1995,0
Research,F,111545,29-05-99,01-01-99,1996,0
Research,F,111545,29-05-99,01-01-99,1997,0
Research,F,111545,29-05-99,01-01-99,1998,0
Research,F,111545,29-05-99,01-01-99,1999,1
Research,F,111545,29-05-99,01-01-99,2000,1
Customer Service,F,111692,20-05-91,28-12-01,1990,0
Customer Service,F,111692,20-05-91,28-12-01,1991,1
Customer Service,F,111692,20-05-91,28-12-01,1992,1
Customer Service,F,111692,20-05-91,28-12-01,1993,1
Customer Service,F,111692,20-05-91,28-12-01,1994,1
Customer Service,F,111692,20-05-91,28-12-01,1995,1
Customer Service,F,111692,20-05-91,28-12-01,1996,1
Customer Service,F,111692,20-05-91,28-12-01,1997,1
Customer Service,F,111692,20-05-91,28-12-01,1998,1
Customer Service,F,111692,20-05-91,28-12-01,1999,1
Customer Service,F,111692,20-05-91,28-12-01,2000,1
Customer Service,F,111784,10-02-93,09-02-97,1990,0
Customer Service,F,111784,10-02-93,09-02-97,1991,0
Customer Service,F,111784,10-02-93,09-02-97,1992,0
Customer Service,F,111784,10-02-93,09-02-97,1993,1
Customer Service,F,111784,10-02-93,09-02-97,1994,1
Customer Service,F,111784,10-02-93,09-02-97,1995,1
Customer Service,F,111784,10-02-93,09-02-97,1996,1
Customer Service,F,111784,10-02-93,09-02-97,1997,1
Customer Service,F,111784,10-02-93,09-02-97,1998,0
Customer Service,F,111784,10-02-93,09-02-97,1999,0
Customer Service,F,111784,10-02-93,09-02-97,2000,0
Customer Service,F,111877,16-08-95,15-08-99,1990,0
Customer Service,F,111877,16-08-95,15-08-99,1991,0
Customer Service,F,111877,16-08-95,15-08-99,1992,0
Customer Service,F,111877,16-08-95,15-08-99,1993,0
Customer Service,F,111877,16-08-95,15-08-99,1994,0
Customer Service,F,111877,16-08-95,15-08-99,1995,1
Customer Service,F,111877,16-08-95,15-08-99,1996,1
Customer Service,F,111877,16-08-95,15-08-99,1997,1
Customer Service,F,111877,16-08-95,15-08-99,1998,1
Customer Service,F,111877,16-08-95,15-08-99,1999,1
Customer Service,F,111877,16-08-95,15-08-99,2000,0
Customer Service,M,111939,08-07-97,01-01-99,1990,0
Customer Service,M,111939,08-07-97,01-01-99,1991,0
Customer Service,M,111939,08-07-97,01-01-99,1992,0
Customer Service,M,111939,08-07-97,01-01-99,1993,0
Customer Service,M,111939,08-07-97,01-01-99,1994,0
Customer Service,M,111939,08-07-97,01-01-99,1995,0
Customer Service,M,111939,08-07-97,01-01-99,1996,0
Customer Service,M,111939,08-07-97,01-01-99,1997,1
Customer Service,M,111939,08-07-97,01-01-99,1998,1
Customer Service,M,111939,08-07-97,01-01-99,1999,1
Customer Service,M,111939,08-07-97,01-01-99,2000,1
Customer Service,M,111940,20-09-96,19-09-02,1990,0
Customer Service,M,111940,20-09-96,19-09-02,1991,0
Customer Service,M,111940,20-09-96,19-09-02,1992,0
Customer Service,M,111940,20-09-96,19-09-02,1993,0
Customer Service,M,111940,20-09-96,19-09-02,1994,0
Customer Service,M,111940,20-09-96,19-09-02,1995,0
Customer Service,M,111940,20-09-96,19-09-02,1996,1
Customer Service,M,111940,20-09-96,19-09-02,1997,1
Customer Service,M,111940,20-09-96,19-09-02,1998,1
Customer Service,M,111940,20-09-96,19-09-02,1999,1
Customer Service,M,111940,20-09-96,19-09-02,2000,1
Customer Service,M,111941,28-09-92,27-09-98,1990,0
Customer Service,M,111941,28-09-92,27-09-98,1991,0
Customer Service,M,111941,28-09-92,27-09-98,1992,1
Customer Service,M,111941,28-09-92,27-09-98,1993,1
Customer Service,M,111941,28-09-92,27-09-98,1994,1
Customer Service,M,111941,28-09-92,27-09-98,1995,1
Customer Service,M,111941,28-09-92,27-09-98,1996,1
Customer Service,M,111941,28-09-92,27-09-98,1997,1
Customer Service,M,111941,28-09-92,27-09-98,1998,1
Customer Service,M,111941,28-09-92,27-09-98,1999,0
Customer Service,M,111941,28-09-92,27-09-98,2000,0
Customer Service,F,111942,02-05-94,01-05-99,1990,0
Customer Service,F,111942,02-05-94,01-05-99,1991,0
Customer Service,F,111942,02-05-94,01-05-99,1992,0
Customer Service,F,111942,02-05-94,01-05-99,1993,0
Customer Service,F,111942,02-05-94,01-05-99,1994,1
Customer Service,F,111942,02-05-94,01-05-99,1995,1
Customer Service,F,111942,02-05-94,01-05-99,1996,1
Customer Service,F,111942,02-05-94,01-05-99,1997,1
Customer Service,F,111942,02-05-94,01-05-99,1998,1
Customer Service,F,111942,02-05-94,01-05-99,1999,1
Customer Service,F,111942,02-05-94,01-05-99,2000,0
Customer Service,M,111943,01-03-91,27-02-99,1990,0
Customer Service,M,111943,01-03-91,27-02-99,1991,1
Customer Service,M,111943,01-03-91,27-02-99,1992,1
Customer Service,M,111943,01-03-91,27-02-99,1993,1
Customer Service,M,111943,01-03-91,27-02-99,1994,1
Customer Service,M,111943,01-03-91,27-02-99,1995,1
Customer Service,M,111943,01-03-91,27-02-99,1996,1
Customer Service,M,111943,01-03-91,27-02-99,1997,1
Customer Service,M,111943,01-03-91,27-02-99,1998,1
Customer Service,M,111943,01-03-91,27-02-99,1999,1
Customer Service,M,111943,01-03-91,27-02-99,2000,0
Customer Service,F,111944,03-02-95,01-02-01,1990,0
Customer Service,F,111944,03-02-95,01-02-01,1991,0
Customer Service,F,111944,03-02-95,01-02-01,1992,0
Customer Service,F,111944,03-02-95,01-02-01,1993,0
Customer Service,F,111944,03-02-95,01-02-01,1994,0
Customer Service,F,111944,03-02-95,01-02-01,1995,1
Customer Service,F,111944,03-02-95,01-02-01,1996,1
Customer Service,F,111944,03-02-95,01-02-01,1997,1
Customer Service,F,111944,03-02-95,01-02-01,1998,1
Customer Service,F,111944,03-02-95,01-02-01,1999,1
Customer Service,F,111944,03-02-95,01-02-01,2000,1
Customer Service,F,111945,01-02-94,31-01-99,1990,0
Customer Service,F,111945,01-02-94,31-01-99,1991,0
Customer Service,F,111945,01-02-94,31-01-99,1992,0
Customer Service,F,111945,01-02-94,31-01-99,1993,0
Customer Service,F,111945,01-02-94,31-01-99,1994,1
Customer Service,F,111945,01-02-94,31-01-99,1995,1
Customer Service,F,111945,01-02-94,31-01-99,1996,1
Customer Service,F,111945,01-02-94,31-01-99,1997,1
Customer Service,F,111945,01-02-94,31-01-99,1998,1
Customer Service,F,111945,01-02-94,31-01-99,1999,1
Customer Service,F,111945,01-02-94,31-01-99,2000,0
Customer Service,M,111946,01-02-95,31-01-00,1990,0
Customer Service,M,111946,01-02-95,31-01-00,1991,0
Customer Service,M,111946,01-02-95,31-01-00,1992,0
Customer Service,M,111946,01-02-95,31-01-00,1993,0
Customer Service,M,111946,01-02-95,31-01-00,1994,0
Customer Service,M,111946,01-02-95,31-01-00,1995,1
Customer Service,M,111946,01-02-95,31-01-00,1996,1
Customer Service,M,111946,01-02-95,31-01-00,1997,1
Customer Service,M,111946,01-02-95,31-01-00,1998,1
Customer Service,M,111946,01-02-95,31-01-00,1999,1
Customer Service,M,111946,01-02-95,31-01-00,2000,1
Customer Service,M,111947,01-02-96,30-01-01,1990,0
Customer Service,M,111947,01-02-96,30-01-01,1991,0
Customer Service,M,111947,01-02-96,30-01-01,1992,0
Customer Service,M,111947,01-02-96,30-01-01,1993,0
Customer Service,M,111947,01-02-96,30-01-01,1994,0
Customer Service,M,111947,01-02-96,30-01-01,1995,0
Customer Service,M,111947,01-02-96,30-01-01,1996,1
Customer Service,M,111947,01-02-96,30-01-01,1997,1
Customer Service,M,111947,01-02-96,30-01-01,1998,1
Customer Service,M,111947,01-02-96,30-01-01,1999,1
Customer Service,M,111947,01-02-96,30-01-01,2000,1
Customer Service,F,111948,31-01-97,30-01-02,1990,0
Customer Service,F,111948,31-01-97,30-01-02,1991,0
Customer Service,F,111948,31-01-97,30-01-02,1992,0
Customer Service,F,111948,31-01-97,30-01-02,1993,0
Customer Service,F,111948,31-01-97,30-01-02,1994,0
Customer Service,F,111948,31-01-97,30-01-02,1995,0
Customer Service,F,111948,31-01-97,30-01-02,1996,0
Customer Service,F,111948,31-01-97,30-01-02,1997,1
Customer Service,F,111948,31-01-97,30-01-02,1998,1
Customer Service,F,111948,31-01-97,30-01-02,1999,1
Customer Service,F,111948,31-01-97,30-01-02,2000,1
Customer Service,M,111949,22-01-92,20-01-98,1990,0
Customer Service,M,111949,22-01-92,20-01-98,1991,0
Customer Service,M,111949,22-01-92,20-01-98,1992,1
Customer Service,M,111949,22-01-92,20-01-98,1993,1
Customer Service,M,111949,22-01-92,20-01-98,1994,1
Customer Service,M,111949,22-01-92,20-01-98,1995,1
Customer Service,M,111949,22-01-92,20-01-98,1996,1
Customer Service,M,111949,22-01-92,20-01-98,1997,1
Customer Service,M,111949,22-01-92,20-01-98,1998,1
Customer Service,M,111949,22-01-92,20-01-98,1999,0
Customer Service,M,111949,22-01-92,20-01-98,2000,0
Customer Service,F,111950,25-08-93,24-08-98,1990,0
Customer Service,F,111950,25-08-93,24-08-98,1991,0
Customer Service,F,111950,25-08-93,24-08-98,1992,0
Customer Service,F,111950,25-08-93,24-08-98,1993,1
Customer Service,F,111950,25-08-93,24-08-98,1994,1
Customer Service,F,111950,25-08-93,24-08-98,1995,1
Customer Service,F,111950,25-08-93,24-08-98,1996,1
Customer Service,F,111950,25-08-93,24-08-98,1997,1
Customer Service,F,111950,25-08-93,24-08-98,1998,1
Customer Service,F,111950,25-08-93,24-08-98,1999,0
Customer Service,F,111950,25-08-93,24-08-98,2000,0
Customer Service,F,111951,24-06-90,22-06-98,1990,1
Customer Service,F,111951,24-06-90,22-06-98,1991,1
Customer Service,F,111951,24-06-90,22-06-98,1992,1
Customer Service,F,111951,24-06-90,22-06-98,1993,1
Customer Service,F,111951,24-06-90,22-06-98,1994,1
Customer Service,F,111951,24-06-90,22-06-98,1995,1
Customer Service,F,111951,24-06-90,22-06-98,1996,1
Customer Service,F,111951,24-06-90,22-06-98,1997,1
Customer Service,F,111951,24-06-90,22-06-98,1998,1
Customer Service,F,111951,24-06-90,22-06-98,1999,0
Customer Service,F,111951,24-06-90,22-06-98,2000,0
Customer Service,M,111952,29-05-94,27-05-00,1990,0
Customer Service,M,111952,29-05-94,27-05-00,1991,0
Customer Service,M,111952,29-05-94,27-05-00,1992,0
Customer Service,M,111952,29-05-94,27-05-00,1993,0
Customer Service,M,111952,29-05-94,27-05-00,1994,1
Customer Service,M,111952,29-05-94,27-05-00,1995,1
Customer Service,M,111952,29-05-94,27-05-00,1996,1
Customer Service,M,111952,29-05-94,27-05-00,1997,1
Customer Service,M,111952,29-05-94,27-05-00,1998,1
Customer Service,M,111952,29-05-94,27-05-00,1999,1
Customer Service,M,111952,29-05-94,27-05-00,2000,1
Customer Service,M,112000,29-05-98,23-06-00,1990,0
Customer Service,M,112000,29-05-98,23-06-00,1991,0
Customer Service,M,112000,29-05-98,23-06-00,1992,0
Customer Service,M,112000,29-05-98,23-06-00,1993,0
Customer Service,M,112000,29-05-98,23-06-00,1994,0
Customer Service,M,112000,29-05-98,23-06-00,1995,0
Customer Service,M,112000,29-05-98,23-06-00,1996,0
Customer Service,M,112000,29-05-98,23-06-00,1997,0
Customer Service,M,112000,29-05-98,23-06-00,1998,1
Customer Service,M,112000,29-05-98,23-06-00,1999,1
Customer Service,M,112000,29-05-98,23-06-00,2000,1
Customer Service,F,112001,29-05-99,27-06-00,1990,0
Customer Service,F,112001,29-05-99,27-06-00,1991,0
Customer Service,F,112001,29-05-99,27-06-00,1992,0
Customer Service,F,112001,29-05-99,27-06-00,1993,0
Customer Service,F,112001,29-05-99,27-06-00,1994,0
Customer Service,F,112001,29-05-99,27-06-00,1995,0
Customer Service,F,112001,29-05-99,27-06-00,1996,0
Customer Service,F,112001,29-05-99,27-06-00,1997,0
Customer Service,F,112001,29-05-99,27-06-00,1998,0
Customer Service,F,112001,29-05-99,27-06-00,1999,1
Customer Service,F,112001,29-05-99,27-06-00,2000,1
Customer Service,F,112002,29-05-99,22-01-02,1990,0
Customer Service,F,112002,29-05-99,22-01-02,1991,0
Customer Service,F,112002,29-05-99,22-01-02,1992,0
Customer Service,F,112002,29-05-99,22-01-02,1993,0
Customer Service,F,112002,29-05-99,22-01-02,1994,0
Customer Service,F,112002,29-05-99,22-01-02,1995,0
Customer Service,F,112002,29-05-99,22-01-02,1996,0
Customer Service,F,112002,29-05-99,22-01-02,1997,0
Customer Service,F,112002,29-05-99,22-01-02,1998,0
Customer Service,F,112002,29-05-99,22-01-02,1999,1
Customer Service,F,112002,29-05-99,22-01-02,2000,1
Customer Service,F,112003,29-05-00,14-10-08,1990,0
Customer Service,F,112003,29-05-00,14-10-08,1991,0
Customer Service,F,112003,29-05-00,14-10-08,1992,0
Customer Service,F,112003,29-05-00,14-10-08,1993,0
Customer Service,F,112003,29-05-00,14-10-08,1994,0
Customer Service,F,112003,29-05-00,14-10-08,1995,0
Customer Service,F,112003,29-05-00,14-10-08,1996,0
Customer Service,F,112003,29-05-00,14-10-08,1997,0
Customer Service,F,112003,29-05-00,14-10-08,1998,0
Customer Service,F,112003,29-05-00,14-10-08,1999,0
Customer Service,F,112003,29-05-00,14-10-08,2000,1
Customer Service,M,112004,29-05-00,15-01-09,1990,0
